
revolutions,radians,seconds,velocity,direction,𝝙ticks,ticks
-0.0045019702718589,0.0282867134655032,0.48140275204787,0.0587589359329012,CounterClockwise,8,0
-0.00897502750102281,0.0281050474604561,0.532123668992426,0.0528167587690148,CounterClockwise,17,0
-0.0111986045739757,0.0139711467941588,0.583325562998652,0.0239508564005638,CounterClockwise,21,0
-0.0156158107224627,0.027754124770957,0.599730949033983,0.0462776263517198,CounterClockwise,29,0
-0.0199879572867342,0.0274710070534665,0.63344213203527,0.0433678242481302,CounterClockwise,38,0
-0.028574291134482,0.0539495266747076,0.667511662992183,0.0808218487642206,CounterClockwise,54,0
-0.0369165367940653,0.0524158753571768,0.699877962004393,0.0748928787628375,CounterClockwise,70,0
-0.0409853655674043,0.0255652051660729,0.716600888001267,0.0356756537622762,CounterClockwise,78,0
-0.0611596171198988,0.126758560937978,0.751646706019528,0.168641144733075,CounterClockwise,117,0
-0.0812134656225681,0.126002046264377,0.783043019007891,0.160913312813925,CounterClockwise,155,0
-0.0937797661119508,0.0789563946004934,0.801211934012827,0.09854620388022,CounterClockwise,180,0
-0.116212811486502,0.14095098109267,0.83483140001772,0.168837661220791,CounterClockwise,223,0
-0.132595105926232,0.102932991721604,0.868214183021337,0.118557141468713,CounterClockwise,254,0
-0.158545575039283,0.163051606245542,0.917903561028652,0.177634789936775,CounterClockwise,304,0
-0.178763409084802,0.1270323978178,0.952937590016518,0.133306104354219,CounterClockwise,343,0
-0.198538646350891,0.124251480236278,0.986070062033832,0.126006746396905,CounterClockwise,381,0
-0.210107181494963,0.0726872500428248,1.01757340301992,0.0714319476384758,CounterClockwise,403,0
-0.214821504243852,0.0296209634291245,1.03442928101867,0.0286350782722958,CounterClockwise,412,0
-0.226757439686931,0.0749956942033929,1.05157450400293,0.071317528066641,CounterClockwise,435,0
-0.23639140985059,0.0605320197821086,1.06975709099788,0.0565848268653622,CounterClockwise,453,0
-0.253465370016275,0.107278855648403,1.11729495902546,0.0960165932745056,CounterClockwise,486,0
-0.263903029886628,0.0655817511387422,1.15175247099251,0.0569408382360388,CounterClockwise,506,0
-0.269809732340972,0.0371129060750182,1.16857658000663,0.0317590705735414,CounterClockwise,518,0
-0.273471207387499,0.0230057262149401,1.18726547004189,0.0193770700786306,CounterClockwise,525,0
-0.284102253227664,0.0667968310228764,1.21938189200591,0.0547792545229567,CounterClockwise,545,0
-0.291175514751831,0.044442612882488,1.23587453400251,0.0359604568746603,CounterClockwise,559,0
-0.300831939055168,0.0606731033026167,1.28967929299688,0.0470451093012652,CounterClockwise,577,0
-0.304551766729972,0.0233723665915706,1.3184444020153,0.0177272295713379,CounterClockwise,584,0
-0.30588278062309,0.00836300693688674,1.3354872270138,0.00626213921610223,CounterClockwise,587,0
-0.319443914957852,0.0852071200008684,1.35732134699356,0.0627759374665407,CounterClockwise,613,0
-0.33729925971759,0.112188439849012,1.38594942603959,0.0809469939820211,CounterClockwise,647,0
-0.358498002417228,0.133195628661048,1.40537908201804,0.0947755878576096,CounterClockwise,688,0
-0.422533863178143,0.402349179465578,1.43590839800891,0.280205325091415,CounterClockwise,811,0
-0.452501218941199,0.188290449425452,1.4665485790465,0.128390189125458,CounterClockwise,868,0
-0.573988054031668,0.763324297256188,1.54362222703639,0.494502012141725,CounterClockwise,1102,0
-0.595528651135313,0.135343563229495,1.57123221101938,0.0861384856294968,CounterClockwise,1143,0
-0.607690799145396,0.076417029680699,1.58864415402059,0.0481020431714054,CounterClockwise,1166,0
-0.61139140985059,0.0232516228104629,1.62006187502993,0.0143523054081087,CounterClockwise,1173,0
-0.618306834633921,0.0434508953915307,1.6367723000003,0.0265466952193183,CounterClockwise,1187,0
-0.624623747880385,0.0396903364969106,1.66225401504198,0.0238774195386186,CounterClockwise,1199,0
-0.621123442197213,0.0219930692391399,1.77881351404358,0.0123638982195191,CounterClockwise,1192,0
-0.619588018486718,0.00964735169807618,1.8552637140383,0.00519998942742057,CounterClockwise,1189,0
-0.612967149877973,0.0416001443632368,1.88721358001931,0.0220431565370631,Clockwise,1176,0
-0.609783838835013,0.0200013331733104,1.90425300499192,0.0105035061627199,Clockwise,1170,0
-0.605153236056437,0.0290949353417327,1.93063134304248,0.0150701662679329,Clockwise,1161,0
-0.583778706980831,0.134300127035727,1.95763581001665,0.0686032235150952,Clockwise,1120,0
-0.558047039001978,0.161676838173952,1.98886697401758,0.0812909260830846,Clockwise,1071,0
-0.525380975039274,0.205246933133851,2.02132697001798,0.101540688952478,Clockwise,1008,0
-0.510323765917712,0.0946072351197298,2.04023052001139,0.0463708557399688,Clockwise,979,0
-0.464121706868214,0.290296098581252,2.08405254402896,0.139294040072541,Clockwise,891,0
-0.451114786268375,0.0817248924045599,2.10644138400676,0.0387976105222104,Clockwise,866,0
-0.422477881842748,0.179930977130202,2.13980262802215,0.0840876512505802,Clockwise,811,0
-0.398471207387499,0.150838384211466,2.18872507102787,0.0689160946745262,Clockwise,765,0
-0.387882064735199,0.0665335455285594,2.22380485304166,0.0299187878098012,Clockwise,744,0
-0.385026696840229,0.0179408056042663,2.25604134600144,0.00795233901012682,Clockwise,739,0
-0.38088169247482,0.0260438305269357,2.27370725403307,0.011454346411896,Clockwise,731,0
-0.379815061559308,0.0067018396965306,2.31006347300718,0.00290114958954194,Clockwise,729,0
-0.373016176864807,0.0427186524176912,2.37254358700011,0.0180054236523872,Clockwise,716,0
-0.368074661285715,0.0310484580817501,2.39085772901308,0.0129863260807938,Clockwise,706,0
-0.365471411834995,0.0163566986996924,2.40726243000245,0.00679473018638676,Clockwise,701,0
-0.362775330996739,0.0169399755098985,2.42888588603819,0.00697438097329868,Clockwise,696,0
-0.337548016850273,0.158507889584676,2.4901249310351,0.0636545932331145,Clockwise,648,0
-0.330575512596262,0.0438095362830477,2.50726134900469,0.0174730633088724,Clockwise,634,0
-0.320907475967149,0.0607460656973204,2.52783463301603,0.0240308700988255,Clockwise,616,0
-0.302953879224418,0.112805775264953,2.56062569003552,0.0440539887199946,Clockwise,581,0
-0.275974834011155,0.169514340485706,2.59586472500814,0.0653016849655654,Clockwise,529,0
-0.254003053589228,0.138052767919628,2.64197120600147,0.0522536989070999,Clockwise,487,0
-0.243964495944774,0.0630741178969121,2.65847602201393,0.0237256674029094,Clockwise,468,0
-0.206435026885138,0.235804608581754,2.72321155504324,0.0865906316184128,Clockwise,396,0
-0.200485856726406,0.0373797385312535,2.74173351202626,0.0136336147795882,Clockwise,384,0
-0.190723688957034,0.061337509094745,2.7588381190435,0.0222330946753813,Clockwise,366,0
-0.169565439156112,0.132941204274783,2.79374406900024,0.0475853195537544,Clockwise,325,0
-0.146614697327867,0.144203763844105,2.81670148600824,0.0511959696689291,Clockwise,281,0
-0.123305724652865,0.146454594637024,2.87470661604311,0.0509459274277567,Clockwise,236,0
-0.109426633826856,0.0872048995549903,2.89240668702405,0.0301495982381074,Clockwise,210,0
-0.0955286511353128,0.087323600646938,2.91024832101539,0.0300055497039066,Clockwise,183,0
-0.0831261019532473,0.077927514792326,2.9437940249918,0.0264717959649174,Clockwise,159,0
-0.0704370686381708,0.0797275476876012,2.95981814700644,0.0269366372282829,Clockwise,135,0
-0.0653995449182654,0.0316516950214778,2.97763221303467,0.0106298201916683,Clockwise,125,0
-0.0211936534871215,0.27775380753094,3.05854797404027,0.0908123102493088,Clockwise,40,0
-0.0155344015515107,0.0355581286114575,3.07599586399738,0.0115598753001079,Clockwise,29,0
-0.0040030535892282,0.0724535960885886,3.11667508800747,0.0232470803156158,Clockwise,7,0
-0.00108607986550976,0.0183278864422967,3.14265562803484,0.00583197416821562,Clockwise,2,0
0.00443674105375766,0.0347009072541251,3.39420682704076,0.0102235688696611,Clockwise,8,8
0.00324359848507586,0.00749673585691202,3.4267054630327,0.00218773861301673,Clockwise,6,6
0.00324359848507586,0.00749673585691202,3.4267054630327,0.00218773861301673,Clockwise,6,6
0.00324359848507586,0.00749673585691202,3.4267054630327,0.00218773861301673,Clockwise,6,6
0.00324359848507586,0.00749673585691202,3.4267054630327,0.00218773861301673,Clockwise,6,6
0.00324359848507586,0.00749673585691202,3.4267054630327,0.00218773861301673,Clockwise,6,6
0.00324359848507586,0.00749673585691202,3.4267054630327,0.00218773861301673,Clockwise,6,6
0.00324359848507586,0.00749673585691202,3.4267054630327,0.00218773861301673,Clockwise,6,6
0.00324359848507586,0.00749673585691202,3.4267054630327,0.00218773861301673,Clockwise,6,6
0.00324359848507586,0.00749673585691202,3.4267054630327,0.00218773861301673,Clockwise,6,6
0.00324359848507586,0.00749673585691202,3.4267054630327,0.00218773861301673,Clockwise,6,6
0.00324359848507586,0.00749673585691202,3.4267054630327,0.00218773861301673,Clockwise,6,6
0.00324359848507586,0.00749673585691202,3.4267054630327,0.00218773861301673,Clockwise,6,6
0.00324359848507586,0.0,3.4267054630327,0.0,Unknown,6,6
0.0308417349204824,0.173404205356484,0.0312829019967467,5.54309844318527,Clockwise,59,59
0.0430725315070844,0.07684836140804,0.0799246150418185,0.961510560517946,Clockwise,82,82
0.073162559535832,0.189061222002849,0.111775599012617,1.69143555188202,Clockwise,140,140
0.08690172788548,0.086325740707375,0.137400462990627,0.628278382972145,Clockwise,166,166
0.102992829260569,0.101103371736299,0.181204916036222,0.557950490239948,Clockwise,197,197
0.110750335831995,0.0487418513099316,0.229707265039906,0.212191161221931,Clockwise,212,212
0.110565915354753,0.00115874803294824,0.267491264035925,0.00433190981815622,Clockwise,212,212
0.118104862680029,0.047368603065773,0.315832187014166,0.149980290209143,Clockwise,226,226
0.121851091967344,0.0235382528153818,0.345385379041545,0.0681506926572896,Clockwise,233,233
0.129277057616196,0.0466587182564888,0.363991252030246,0.128186372601646,Clockwise,248,248
0.193339746726656,0.402517746957253,0.416967872006353,0.965344751912013,Clockwise,371,371
0.205409211610136,0.0758346844214044,0.434586781018879,0.174498368872637,Clockwise,394,394
0.214881337785448,0.0595151240124734,0.454083137039561,0.131066580451518,Clockwise,412,412
0.226477113723304,0.0728584089980777,0.480170872004237,0.151734337182858,Clockwise,434,434
0.295292121810442,0.432377447726553,0.562825369997881,0.768226648575171,Clockwise,566,566
0.331896597681149,0.229992704967835,0.616802000033204,0.372879311278909,Clockwise,637,637
0.35564516607688,0.14921665601061,0.647639244038146,0.23040088658034,Clockwise,682,682
0.391982394449254,0.228313539412928,0.69435596303083,0.328813391932792,Clockwise,752,752
0.404201020435353,0.0767718912697779,0.715645707037766,0.107276394610897,Clockwise,776,776
0.445067817683503,0.256773660021063,0.77112271002261,0.33298676939956,Clockwise,854,854
0.488052508994229,0.270080780877204,0.814104224031325,0.331752093779594,Clockwise,937,937
0.553593139141979,0.411803924367637,0.88176864903653,0.467020374128289,Clockwise,1062,1062
0.574368255736219,0.130533907339873,0.89878964604577,0.145232989625724,Clockwise,1102,1102
0.600099421827208,0.1616736847195,0.936781566997524,0.172584186554481,Clockwise,1152,1152
0.639933302400831,0.250283653148133,1.01531415199861,0.246508583235503,Clockwise,1228,1228
0.653331329949184,0.084182289836999,1.05308710003737,0.0799385823205046,Clockwise,1254,1254
0.662473300024102,0.0574406920533992,1.08393063402036,0.0529929593744835,Clockwise,1271,1271
0.71647998553528,0.3393340128933,1.11927386600291,0.303173354797526,Clockwise,1375,1375
0.786774106529537,0.44167098821222,1.18236686103046,0.373548179308149,Clockwise,1510,1510
0.85299282926057,0.416064505723824,1.23562227701768,0.336724671821266,Clockwise,1637,1637
0.781576290980538,-0.448723344010721,1.29084158601472,-0.347620768398147,Clockwise,1500,1500
0.802322285087709,0.13035092535701,1.31658335501561,0.0990069674361516,Clockwise,1540,1540
0.88326791501027,0.508596392609832,1.36664585501421,0.372149369014508,Clockwise,1695,1695
0.906159655955573,0.143833050363289,1.38421125500463,0.103909753546115,Clockwise,1739,1739
0.927470061222672,0.133897225264277,1.4004157850286,0.0956124793048821,Clockwise,1780,1780
0.96413779765652,0.230390182808688,1.47557317704195,0.156136060476882,Clockwise,1851,1851
0.976022511415784,0.0746738588722415,1.51729572901968,0.0492150985757326,Clockwise,1873,1873
1.01676096162783,0.255967231809598,1.56660111702513,0.163390175730031,Clockwise,1952,1952
1.03776292721867,0.131959241622253,1.58398291800404,0.0833085004404807,Clockwise,1992,1992
1.08361460762528,0.288094604640326,1.63340217003133,0.17637701842578,Clockwise,2080,2080
1.11909230585087,0.222912952223563,1.66723779501626,0.133701954748086,Clockwise,2148,2148
1.15895156152572,0.250443089611352,1.69815110403579,0.147479861489448,Clockwise,2225,2225
1.23051088231209,0.449620472956642,1.78423261002172,0.251996556071895,Clockwise,2362,2362
1.26725987831046,0.230900751710572,1.83431931602536,0.125878166191311,Clockwise,2433,2433
1.28174121832367,0.0909889427992665,1.85082121402957,0.0491613896088685,Clockwise,2460,2460
1.37717088411248,0.599602273953314,1.93484244000865,0.309897210002605,Clockwise,2644,2644
1.39571922349593,0.11654265348666,1.95199771702755,0.0597042980481187,Clockwise,2679,2679
1.4256947012355,0.188341481308994,1.98610929900315,0.094829363823796,Clockwise,2737,2737
1.46627808092763,0.254992894997278,2.01778012001887,0.126372984086538,Clockwise,2815,2815
1.56673610099179,0.631196355655449,2.08619183202973,0.302559115592614,Clockwise,3008,3008
1.60202768716497,0.221743575710411,2.1191732470179,0.104636832322439,Clockwise,3075,3075
1.62101366567625,0.119292421224456,2.13819863501703,0.0557910847340456,Clockwise,3112,3112
1.66499251739964,0.276327274975065,2.18880205904134,0.126245895024465,Clockwise,3196,3196
1.6804010776372,0.0968148392894168,2.20644383103354,0.0438782251910156,Clockwise,3226,3226
1.71015975270051,0.186979269918911,2.23752598901046,0.0835651835273663,Clockwise,3283,3283
1.63177820865959,-0.492485765871924,2.3194945960422,-0.212324601537017,Clockwise,3133,3133
1.65266187577109,0.131215950354966,2.37121410202235,0.0553370318787559,Clockwise,3173,3173
1.66078502088004,0.0510392259966608,2.40278864500578,0.0212416627249951,Clockwise,3188,3188
1.67275523618297,0.0752110809151811,2.43790485500358,0.0308507039398265,Clockwise,3211,3211
1.69367558536924,0.1314464306282,2.48677599302027,0.0528581709800703,Clockwise,3251,3251
1.72562681083745,0.200755470408237,2.5200096690096,0.0796645635439712,Clockwise,3313,3313
1.78242604859572,0.3568801361418,2.57242269499693,0.138733084899263,Clockwise,3422,3422
1.83370535457502,0.322197381891481,2.6203311230056,0.12296055985547,Clockwise,3520,3520
1.86291136961336,0.183506804570192,2.65417526004603,0.0691389175886634,Clockwise,3576,3576
1.87455078773157,0.0731326209044427,2.677155641024,0.0273172839799743,Clockwise,3599,3599
1.91078502088004,0.227666401335364,2.7374414440128,0.0831675876878771,Clockwise,3668,3668
1.93375940751081,0.144352328519912,2.77177197101992,0.0520794387233794,Clockwise,3712,3712
1.95435408656895,0.129400184864225,2.80434689699905,0.046142716866696,Clockwise,3752,3752
1.96892143887666,0.0915293739843008,2.82807266601594,0.0323645764425294,Clockwise,3780,3780
2.03182675901194,0.395245783217405,2.88806063204538,0.136855084977037,Clockwise,3901,3901
2.04582357852449,0.0879446107085169,2.90699829801451,0.0302527217744101,Clockwise,3927,3927
2.09703176969928,0.321750554396644,2.96212881500833,0.108621391739083,Clockwise,4026,4026
2.09703176969928,0.321750554396644,2.96212881500833,0.108621391739083,Clockwise,4026,4026
2.09703176969928,0.321750554396644,2.96212881500833,0.108621391739083,Clockwise,4026,4026
2.09703176969928,0.321750554396644,2.96212881500833,0.108621391739083,Clockwise,4026,4026
2.09703176969928,0.321750554396644,2.96212881500833,0.108621391739083,Clockwise,4026,4026
2.09703176969928,0.321750554396644,2.96212881500833,0.108621391739083,Clockwise,4026,4026
2.09703176969928,0.0,2.96212881500833,0.0,Unknown,4026,4026
2.09703176969928,0.0,2.96212881500833,0.0,Unknown,4026,4026
2.15155028462078,0.342549931924051,0.0498333619907498,6.87390772446048,Clockwise,4130,4130
2.16172232788611,0.0639128327887342,0.0860474759829231,0.742762435023873,Clockwise,4150,4150
2.16666231804024,0.0310388735540217,0.162500149977859,0.191008276350827,Clockwise,4159,4159
2.20464187832543,0.238632615157037,0.187318807991687,1.27393836057096,Clockwise,4232,4232
2.22548133658028,0.13093817791646,0.217450350988656,0.60215206515482,Clockwise,4272,4272
2.17988260975126,-0.286505250438187,0.249980080989189,-1.14611231944747,Clockwise,4185,4185
2.28536076590423,0.662738800968725,0.314873535011429,2.10477771955229,Clockwise,4387,4387
2.32695897329238,0.26136924546625,0.353242817975115,0.739913827447335,Clockwise,4467,4467
2.36756402071593,0.255129037368989,0.423278225993272,0.602745479690807,Clockwise,4545,4545
2.41118999889305,0.274110105093801,0.45357899699593,0.604327155598567,Clockwise,4629,4629
2.44604116811768,0.218976354410216,0.48445480898954,0.452005739951163,Clockwise,4696,4696
2.4789715333903,0.206907587240951,0.535371874982957,0.386474517824713,Clockwise,4759,4759
2.50989943399472,0.194325730659661,0.582072241988499,0.333851567969978,Clockwise,4819,4819
2.52658337583429,0.104828298232193,0.605248529987875,0.173198765529084,Clockwise,4851,4851
2.57632894788043,0.312560647377539,0.63658106001094,0.490998974069645,Clockwise,4946,4946
2.64617128161737,0.438832325155081,0.668929118022788,0.656022160392981,Clockwise,5080,5080
2.74357259367301,0.611990492808031,0.736789143003989,0.830618228592326,Clockwise,5267,5267
2.75409379822004,0.0661066778237132,0.761777400970459,0.0867795208147383,Clockwise,5287,5287
2.76201198615342,0.0497514420825134,0.784929403977003,0.0633833333678642,Clockwise,5303,5303
